<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.05.29	00:03:30.221	0.71574	0.71701			6
2026.05.29	00:04:00.300	0.71574				2
2026.05.29	00:04:30.386		0.71701			4
2026.05.29	00:05:00.173	0.71575				2
2026.05.29	00:05:22.785	0.71572	0.71681			6
2026.05.29	00:05:23.086	0.71603	0.71701			6
2026.05.29	00:05:23.390	0.71572	0.71681			6
2026.05.29	00:05:23.690	0.71603	0.71701			6
2026.05.29	00:05:23.992	0.71572	0.71681			6
2026.05.29	00:05:24.294	0.71603	0.71701			6
2026.05.29	00:05:24.595	0.71572	0.71681			6
2026.05.29	00:05:24.900	0.71603	0.71701			6
2026.05.29	00:05:25.196	0.71572	0.71681			6
2026.05.29	00:05:25.500	0.71603	0.71701			6
2026.05.29	00:05:25.801	0.71572	0.71681			6
2026.05.29	00:05:26.101	0.71603	0.71701			6
2026.05.29	00:05:26.401	0.71572				2
2026.05.29	00:06:00.101	0.71572				2
2026.05.29	00:06:00.400	0.71570				2
2026.05.29	00:06:26.293		0.71701			4
2026.05.29	00:07:00.016	0.71570				2
2026.05.29	00:07:26.495		0.71701			4
2026.05.29	00:07:40.039	0.71573				2
2026.05.29	00:08:00.186	0.71573				2
2026.05.29	00:08:26.666		0.71701			4
2026.05.29	00:08:54.955	0.71570				2
2026.05.29	00:09:00.077	0.71570				2
2026.05.29	00:09:05.804	0.71573				2
2026.05.29	00:09:09.721	0.71576				2
2026.05.29	00:09:14.535	0.71568	0.71652			6
2026.05.29	00:09:14.838	0.71567				2
2026.05.29	00:09:32.007	0.71568				2
2026.05.29	00:09:34.708	0.71567				2
2026.05.29	00:09:36.512	0.71568				2
2026.05.29	00:09:45.246	0.71569				2
2026.05.29	00:10:00.282	0.71569				2
2026.05.29	00:10:03.297		0.71671			4
2026.05.29	00:10:04.199		0.71652			4
2026.05.29	00:12:53.811	0.71572	0.71686			6
2026.05.29	00:12:57.127	0.71574				2
2026.05.29	00:13:00.139	0.71574				2
2026.05.29	00:13:53.986		0.71686			4
2026.05.29	00:14:00.013	0.71574				2
2026.05.29	00:14:15.048		0.71685			4
2026.05.29	00:15:00.217	0.71574				2
2026.05.29	00:15:15.253		0.71685			4
2026.05.29	00:16:00.107	0.71574				2
2026.05.29	00:16:15.453		0.71685			4
2026.05.29	00:17:00.021	0.71574				2
2026.05.29	00:17:15.677		0.71685			4
2026.05.29	00:17:18.086		0.71683			4
2026.05.29	00:17:31.636		0.71684			4
2026.05.29	00:17:31.937		0.71676			4
2026.05.29	00:17:32.538		0.71674			4
2026.05.29	00:17:32.839		0.71679			4
2026.05.29	00:18:00.202	0.71574				2
2026.05.29	00:18:17.964		0.71678			4
2026.05.29	00:18:47.458		0.71676			4
2026.05.29	00:18:47.763		0.71675			4
2026.05.29	00:19:00.128	0.71574				2
2026.05.29	00:19:11.253	0.71570	0.71673			6
2026.05.29	00:20:00.297	0.71570				2
2026.05.29	00:20:02.699		0.71672			4
2026.05.29	00:20:11.426	0.71571				2
2026.05.29	00:20:12.932	0.71574				2
2026.05.29	00:20:18.044	0.71571				2
2026.05.29	00:20:21.350	0.71574				2
2026.05.29	00:20:21.651	0.71571	0.71675			6
2026.05.29	00:20:22.550		0.71672			4
2026.05.29	00:20:28.562	0.71574				2
2026.05.29	00:21:00.175	0.71574				2
2026.05.29	00:21:09.199		0.71671			4
2026.05.29	00:21:18.838	0.71572	0.71673			6
2026.05.29	00:22:00.057	0.71572				2
2026.05.29	00:22:18.721	0.71576				2
2026.05.29	00:22:19.025	0.71575	0.71673			6
2026.05.29	00:22:54.543	0.71576				2
2026.05.29	00:23:00.256	0.71576				2
2026.05.29	00:23:13.202	0.71572				2
2026.05.29	00:23:18.922	0.71576				2
2026.05.29	00:23:19.224		0.71673			4
2026.05.29	00:23:38.179	0.71572	0.71676			6
2026.05.29	00:23:38.480	0.71576				2
2026.05.29	00:23:55.334	0.71571				2
2026.05.29	00:24:00.152	0.71571				2
2026.05.29	00:24:18.802		0.71672			4
2026.05.29	00:24:22.112	0.71575	0.71676			6
2026.05.29	00:24:43.784	0.71571				2
2026.05.29	00:24:44.083	0.71575				2
2026.05.29	00:25:00.051	0.71585				2
2026.05.29	00:25:01.251		0.71675			4
2026.05.29	00:25:34.367	0.71586				2
2026.05.29	00:25:44.294	0.71581				2
2026.05.29	00:26:00.253	0.71581				2
2026.05.29	00:26:01.451		0.71675			4
2026.05.29	00:26:44.452	0.71586				2
2026.05.29	00:26:51.072	0.71582				2
2026.05.29	00:26:58.284	0.71586				2
2026.05.29	00:26:58.584	0.71581	0.71674			6
2026.05.29	00:27:00.087	0.71581				2
2026.05.29	00:27:10.321		0.71671			4
2026.05.29	00:27:15.439	0.71586				2
2026.05.29	00:27:32.287	0.71585				2
2026.05.29	00:27:32.593	0.71581				2
2026.05.29	00:27:38.316	0.71585				2
2026.05.29	00:27:38.616	0.71581				2
2026.05.29	00:28:00.002	0.71581				2
2026.05.29	00:28:10.541		0.71671			4
2026.05.29	00:29:00.209	0.71581				2
2026.05.29	00:29:10.741		0.71671			4
2026.05.29	00:29:48.056	0.71568				2
2026.05.29	00:29:53.177	0.71561				2
2026.05.29	00:30:00.096	0.71561				2
2026.05.29	00:30:00.401	0.71566	0.71676			6
2026.05.29	00:30:00.700	0.71562	0.71677			6
2026.05.29	00:30:00.996		0.71680			4
2026.05.29	00:30:01.304		0.71679			4
2026.05.29	00:30:05.210	0.71558				2
2026.05.29	00:30:05.513	0.71562				2
2026.05.29	00:30:05.814	0.71558				2
2026.05.29	00:30:10.326	0.71563				2
2026.05.29	00:30:10.627	0.71559				2
2026.05.29	00:30:30.186		0.71678			4
2026.05.29	00:30:54.557		0.71677			4
2026.05.29	00:31:00.274	0.71559				2
2026.05.29	00:31:10.503	0.71558				2
2026.05.29	00:31:18.630		0.71676			4
2026.05.29	00:31:21.641	0.71557	0.71665			6
2026.05.29	00:31:21.941	0.71562				2
2026.05.29	00:31:22.242	0.71557				2
2026.05.29	00:31:22.546	0.71562				2
2026.05.29	00:31:22.843	0.71557				2
2026.05.29	00:31:24.649	0.71562				2
2026.05.29	00:31:24.945	0.71557				2
2026.05.29	00:31:25.250	0.71562				2
2026.05.29	00:31:25.552	0.71561				2
2026.05.29	00:31:25.850	0.71562				2
2026.05.29	00:31:26.450	0.71561				2
2026.05.29	00:31:27.956	0.71557				2
2026.05.29	00:31:28.258	0.71562				2
2026.05.29	00:31:28.555	0.71557				2
2026.05.29	00:31:29.461	0.71562				2
2026.05.29	00:31:29.756	0.71560				2
2026.05.29	00:31:30.061	0.71557				2
2026.05.29	00:31:31.559	0.71562				2
2026.05.29	00:31:32.158	0.71560				2
2026.05.29	00:31:33.365	0.71557				2
2026.05.29	00:31:33.669	0.71563				2
2026.05.29	00:31:34.265	0.71557				2
2026.05.29	00:31:35.171	0.71562				2
2026.05.29	00:31:35.468	0.71557				2
2026.05.29	00:31:35.772	0.71560				2
2026.05.29	00:31:36.069	0.71562				2
2026.05.29	00:31:36.371	0.71560				2
2026.05.29	00:31:36.674	0.71557				2
2026.05.29	00:31:36.974	0.71562				2
2026.05.29	00:31:37.273	0.71557				2
2026.05.29	00:31:37.572	0.71562				2
2026.05.29	00:31:37.879	0.71556				2
2026.05.29	00:31:38.175	0.71557				2
2026.05.29	00:31:39.080	0.71563				2
2026.05.29	00:31:39.680	0.71562				2
2026.05.29	00:31:39.983	0.71557				2
2026.05.29	00:31:41.484	0.71556				2
2026.05.29	00:31:41.784	0.71562				2
2026.05.29	00:31:42.684	0.71557				2
2026.05.29	00:31:42.984	0.71563				2
2026.05.29	00:31:43.285	0.71557				2
2026.05.29	00:31:43.887	0.71562				2
2026.05.29	00:31:44.485	0.71557				2
2026.05.29	00:31:46.592	0.71562				2
2026.05.29	00:31:46.897	0.71557				2
2026.05.29	00:31:48.101	0.71561				2
2026.05.29	00:31:52.622	0.71560				2
2026.05.29	00:32:00.146	0.71560				2
2026.05.29	00:32:01.350	0.71559				2
2026.05.29	00:32:10.978	0.71561				2
2026.05.29	00:32:21.816		0.71665			4
2026.05.29	00:33:00.044	0.71561				2
2026.05.29	00:33:15.386	0.71564				2
2026.05.29	00:33:17.494		0.71664			4
2026.05.29	00:33:18.098	0.71560	0.71665			6
2026.05.29	00:33:18.699	0.71559				2
2026.05.29	00:33:48.796	0.71561	0.71664			6
2026.05.29	00:33:55.111		0.71663			4
2026.05.29	00:34:00.229	0.71561				2
2026.05.29	00:34:37.551		0.71662			4
2026.05.29	00:34:50.785		0.71663			4
2026.05.29	00:35:00.103	0.71561				2
2026.05.29	00:35:17.550		0.71662			4
2026.05.29	00:35:37.419		0.71661			4
2026.05.29	00:36:00.282	0.71561				2
2026.05.29	00:36:18.037		0.71660			4
2026.05.29	00:36:44.516		0.71661			4
2026.05.29	00:36:49.335		0.71660			4
2026.05.29	00:36:49.937		0.71661			4
2026.05.29	00:36:51.137		0.71660			4
2026.05.29	00:36:53.246		0.71661			4
2026.05.29	00:37:00.169	0.71561				2
2026.05.29	00:37:12.192	0.71558				2
2026.05.29	00:37:12.496	0.71563	0.71657			6
2026.05.29	00:37:12.800		0.71659			4
2026.05.29	00:37:13.100		0.71658			4
2026.05.29	00:37:13.402		0.71661			4
2026.05.29	00:37:13.701	0.71557				2
2026.05.29	00:37:14.001	0.71559	0.71660			6
2026.05.29	00:37:14.605	0.71560				2
2026.05.29	00:37:14.901	0.71557	0.71659			6
2026.05.29	00:37:15.205	0.71563				2
2026.05.29	00:37:15.505	0.71560				2
2026.05.29	00:37:16.102		0.71658			4
2026.05.29	00:37:17.007		0.71660			4
2026.05.29	00:37:17.606		0.71659			4
2026.05.29	00:37:17.910		0.71660			4
2026.05.29	00:38:00.042	0.71560				2
2026.05.29	00:38:03.948		0.71659			4
2026.05.29	00:38:05.452	0.71561				2
2026.05.29	00:38:05.753		0.71660			4
2026.05.29	00:38:15.373	0.71564				2
2026.05.29	00:38:15.677	0.71561				2
2026.05.29	00:38:19.284		0.71659			4
2026.05.29	00:38:20.482		0.71660			4
2026.05.29	00:38:24.994	0.71562				2
2026.05.29	00:38:27.402		0.71661			4
2026.05.29	00:38:28.901		0.71644			4
2026.05.29	00:38:29.501	0.71584	0.71661			6
2026.05.29	00:38:29.802	0.71562	0.71644			6
2026.05.29	00:38:30.110	0.71584	0.71661			6
2026.05.29	00:38:31.007	0.71562	0.71644			6
2026.05.29	00:38:31.313	0.71584	0.71661			6
2026.05.29	00:38:31.613	0.71562	0.71644			6
2026.05.29	00:38:31.908	0.71584	0.71661			6
2026.05.29	00:38:32.508	0.71562	0.71644			6
2026.05.29	00:38:32.811	0.71584	0.71661			6
2026.05.29	00:38:33.115	0.71562				2
2026.05.29	00:38:39.431	0.71563				2
2026.05.29	00:38:43.341		0.71660			4
2026.05.29	00:38:45.749	0.71562				2
2026.05.29	00:38:50.255	0.71563				2
2026.05.29	00:38:50.852	0.71561				2
2026.05.29	00:38:52.356	0.71562				2
2026.05.29	00:38:52.661	0.71560				2
2026.05.29	00:38:52.960	0.71562				2
2026.05.29	00:38:53.556	0.71561				2
2026.05.29	00:38:53.857	0.71562				2
2026.05.29	00:38:54.161	0.71561				2
2026.05.29	00:38:55.964	0.71562				2
2026.05.29	00:38:56.269	0.71561				2
2026.05.29	00:39:00.181	0.71561				2
2026.05.29	00:39:05.301	0.71562				2
2026.05.29	00:39:05.905	0.71561				2
